titulo,preco,descricao,paginas,img_link,id_editora,id_genero,id_autor,id_idioma
Introdução à Linguagem SQL: Abordagem prática para iniciantes,40.41,"Atualmente as empresas estão coletando dados a taxas exponenciais e mesmo assim poucas pessoas sabem como acessá-los de maneira relevante. Se você trabalha em uma empresa ou é profissional de TI, este curto guia prático lhe ensinará como obter e transformar dados com o SQL de maneira significativa. Você dominará rapidamente os aspectos básicos do SQL e aprenderá como criar seus próprios bancos de dados.
O autor Thomas Nield fornece exercícios no decorrer de todo o livro para ajudá-lo a praticar em casa suas recém descobertas aptidões no uso do SQL, sem precisar empregar um ambiente de servidor de banco de dados. Além de aprender a usar instruções-chave do SQL para encontrar e manipular seus dados, você descobrirá como projetar e gerenciar eficientemente bancos de dados que atendam às suas necessidades.
Também veremos como:
•Explorar bancos de dados relacionais, usando modelos leves e centralizados
•Usar o SQLite e o SQLiteStudio para criar bancos de dados leves em minutos
•Consultar e transformar dados de maneira significativa usando SELECT, WHERE, GROUP BY e ORDER BY
•Associar tabelas para obter uma visualização mais completa dos dados da empresa
•Construir nossas próprias tabelas e bancos de dados centralizados usando princípios de design normalizado
•Gerenciar dados aprendendo como inserir, excluir e atualizar registros",193,https://m.media-amazon.com/images/I/51A2n7Wn0kL.jpg,25,4,33,1
Estruturas de dados e algoritmos com JavaScript: Escreva um código JavaScript complexo e eficaz usando a mais recente ECMAScript,76.76,"Uma estrutura de dados é uma maneira particular de organizar dados em um computador com o intuito de usar os recursos de modo eficaz. As estruturas de dados e os algoritmos são a base de todas as soluções para qualquer problema de programação. Com este livro, você aprenderá a escrever códigos complexos e eficazes usando os recursos mais recentes da ES 2017.
O livro Estruturas de dados e algoritmos com JavaScript começa abordando o básico sobre JavaScript e apresenta a ECMAScript 2017, antes de passar gradualmente para as estruturas de dados mais importantes, como arrays, filas, pilhas e listas ligadas. Você adquirirá um conhecimento profundo sobre como as tabelas hash e as estruturas de dados para conjuntos funcionam, assim como de que modo as árvores e os mapas hash podem ser usados para buscar arquivos em um disco rígido ou para representar um banco de dados. Este livro serve como um caminho para você mergulhar mais fundo no JavaScript. Você também terá uma melhor compreensão de como e por que os grafos – uma das estruturas de dados mais complexas que há – são amplamente usados em sistemas de navegação por GPS e em redes sociais.
Próximo ao final do livro, você descobrirá como todas as teorias apresentadas podem ser aplicadas para solucionar problemas do mundo real, trabalhando com as próprias redes de computador e com pesquisas no Facebook.
Você aprenderá a:
• declarar, inicializar, adicionar e remover itens de arrays, pilhas e filas;
• criar e usar listas ligadas, duplamente ligadas e ligadas circulares;
• armazenar elementos únicos em tabelas hash, dicionários e conjuntos;
• explorar o uso de árvores binárias e árvores binárias de busca;
• ordenar estruturas de dados usando algoritmos como bubble sort, selection sort, insertion sort, merge sort e quick sort;
• pesquisar elementos em estruturas de dados usando ordenação sequencial e busca binária",488,https://m.media-amazon.com/images/I/413Brmwe9VL.jpg,25,4,34,1
React Native: Desenvolvimento de aplicativos mobile com React,44.91,"O React Native é um framework desenvolvido pelo Facebook e baseado na biblioteca React. Ele consiste em uma série de ferramentas que viabilizam a criação de aplicações mobile nativas — para as plataformas iOS e Android — utilizando internamente as tecnologias básicas do front-end: HTML, CSS e JavaScript. Ao contrário de outros frameworks semelhantes, o React Native converte todo o código desenvolvido para a linguagem nativa do sistema operacional do seu aparelho, ou seja, podemos criar somente um código e ele rodará em qualquer sistema operacional.

Neste livro, Bruna Escudelario e Diego Pinho vão desde os primeiros passos com React Native até o desenvolvimento de aplicações que consomem serviços na internet (APIs). No meio deste percurso, você vai aproveitar e estudar o funcionamento da biblioteca React para web, afinal, todos os conceitos trabalhados nela também são usados aqui. Você verá o que é o JSX e como criar um componente das mais diversas formas, quais são as principais dependências, o que são propriedades e estados, estilos por meio do Flexbox e CSS, navegação de telas, quais são as principais funções do ciclo de vida de um componente, como passar informações de um componente para outro, consumir serviços da internet e atualizar os componentes com as respostas, até chegar à última grande novidade do React 16, os Hooks. Este livro foi estruturado de modo que os tópicos se complementem e se tornem gradativamente mais complexos ao decorrer da leitura, mas sempre apoiados por códigos contextualizados em casos de usos reais, seguindo as boas práticas adotadas pelo mercado e pela comunidade desenvolvedora.",231,https://m.media-amazon.com/images/I/417Vg37EN8L.jpg,24,4,35,1
Flutter na prática: Melhore seu desenvolvimento mobile com o SDK open source mais recente do Google,80.74,"Saiba o que o Flutter tem para oferecer, de onde ele veio e para onde vai. O desenvolvimento de aplicativos móveis está progredindo rapidamente, e com o Flutter – um SDK open source de desenvolvimento de aplicações móveis criado pelo Google – você pode desenvolver aplicações para Android e iOS, assim como para o Google Fuchsia.
Você aprenderá a criar três aplicativos (um gerenciador de informações pessoais, um sistema de chat e um projeto de game) que poderá instalar em seus dispositivos móveis e de fato usar. Começará ganhando uma base sólida sobre o Flutter e a usará imediatamente para construir dois aplicativos de produtividade mais tradicionais. Também aprenderá a criar um game, o que lhe permitirá ter uma perspectiva totalmente diferente do que o Flutter pode fazer. Além de construir esses aplicativos, você se beneficiará da verificação de problemas do mundo real com os quais pode deparar, e de maneiras de lidar com eles com dicas e truques, tudo isso pensado para tornar sua experiência com o Flutter muito mais produtiva e, na verdade, divertida!
Flutter na Prática lhe dará uma base sólida de como construir aplicativos com o Flutter, e será um trampolim para a criação de aplicativos mais avançados por sua própria conta. Após a leitura deste material, uma jornada maior começará à medida que você entrar, mais bem preparado, no imenso universo do desenvolvimento com o Flutter, abordando com firmeza qualquer projeto com o qual deparar. Flutter na Prática é uma aventura de aprendizado que não deve ser perdida.",458,https://m.media-amazon.com/images/I/412hbqfegrL.jpg,25,4,36,1
Fundamentos de HTML5 e CSS3,49.39,"Fundamentos de HTML5 e CSS3 tem o objetivo de fornecer aos iniciantes e estudantes da área de desenvolvimento web conceitos básicos e fundamentos da marcação HTML e estilização CSS, para a criação de sites, interfaces gráficas e aplicações para a web.
Maujor aborda as funcionalidades da HTML5 e das CSS3 de forma clara, em linguagem didática, mostrando vários exemplos práticos em funcionamento no site do livro.
Mesmo sem conhecimento prévio, com este livro o leitor será capaz de:
•Criar um código totalmente semântico empregando os elementos da linguagem HTML5.
•Usar os atributos da linguagem HTML5 para criar elementos gráficos ricos no desenvolvimento de aplicações web.
•Inserir mídia sem dependência de plugins de terceiros ou extensões proprietárias.
•Desenvolver formulários altamente interativos com validação no lado do cliente utilizando atributos criados especialmente para essas finalidades.
•Conhecer os mecanismos de aplicação de estilos, sua sintaxe, suas propriedades básicas, esquemas de posicionamento, valores e unidades CSS3.
•Usar as propriedades avançadas das CSS3 para aplicação de fundos, bordas, sombras, cores e opacidade.
•Desenvolver layouts simples com uso das CSS3.",321,https://m.media-amazon.com/images/I/41rJyZrSe-L.jpg,25,4,37,1
Machine Learning – Guia de Referência Rápida: Trabalhando com dados estruturados em Python,60.80,"Com notas, tabelas e exemplos detalhados, esta referência prática ajudará você a navegar pelo básico do machine learning com dados estruturados. O autor Matt Harrison oferece um ótimo guia que você poderá usar como material complementar para cursos, além de servir como um recurso conveniente quando você iniciar o seu próximo projeto de machine learning.
Ideal para programadores, cientistas de dados e engenheiros da área de IA, este livro apresenta uma visão geral do processo de machine learning e da classificação com dados estruturados. Você conhecerá métodos para clustering (agrupamento), regressão e redução de dimensões, entre outros assuntos.
Este guia de referência rápida inclui:
• classificação, usando o conjunto de dados do Titanic;
• limpeza de dados e métodos para lidar com dados ausentes;
• análise de dados exploratória;
• passos comuns de pré-processamento usando dados de amostras;
• seleção de atributos úteis ao modelo;
• seleção do modelo;
• métricas e avaliação da classificação;
• exemplos de regressão usando diversas técnicas de ML;
• métricas para avaliação de regressão;
• clustering;
• redução de dimensões;
• pipelines do scikit-learn.",295,https://m.media-amazon.com/images/I/41xEO0IYZ0L.jpg,25,4,38,1
Inteligência Artificial - Uma Abordagem de Aprendizado de Máquina,127.00,"Inteligência Artificial sob novos olhares. Com abordagem equilibrada de tópicos básicos e avançados desenvolvidos por renomados pesquisadores da área, esta nova edição traz exemplos de implemen­tações dos métodos abordados e exercícios teóricos e práticos.



Vencedor do Prêmio Jabuti 2012 (Categoria Tecnologia e Informática) quando foi lançado, Inteligência Artificial – Uma Abordagem de Aprendizado de Máquina aborda os principais conceitos e algoritmos de aprendizado de máquina e aponta caminhos para transformar esse conhecimento em aplicações práticas, como:


auxílio ao diagnóstico de doenças e descoberta de tratamentos mais eficazes;
monitoramento da qualidade da água;
prevenção de incêndios florestais;
detecção e localização de falhas em linhas de transmissão de energia;
reconhecimento de imagens para prover segurança em eventos;
bloqueio de mensagens fraudulentas que impõem riscos aos usuários, entre outras.




Por que ter Inteligência Artificial?

Há algum tempo, a área de inteligência artificial deixou de ser vista apenas como teórica – destinada à aplicação em pequenos problemas “curiosos” – para se tornar um campo de pesquisa crescente, em busca de soluções de problemas reais da sociedade.



Katti Faceli, Ana Carolina Lorena, João Gama, Tiago Agostinho Almeida e André Carlos Ponce Carvalho preenchem, com sucesso, a lacuna de livros abrangentes e atualizados voltados ao público nacional.


?",1038,https://m.media-amazon.com/images/I/51PGdEByXoL.jpg,26,4,39,1
A Máquina do Tempo: Uma Invenção,8.01,"Um texto clássico para o leitor de ficção científica. 
Publicado em 1895, A Máquina do Tempo é considerado um dos primeiros romances a tratar do conceito de viagem no tempo.
O personagem central, um cientista apresentado na trama apenas como o Viajante do Tempo, constrói uma máquina capaz de viajar pela quarta dimensão.
Ao testá-la, é transportado para o ano de 802.701, em um mundo povoado pelos pacíficos elóis.",136,https://m.media-amazon.com/images/I/51jfaoGfb6L.jpg,27,5,40,1
Fortaleza digital,35.91,"""Fortaleza Digital é o melhor e mais realista suspense tecnológico a chegar ao mercado em anos... Um susto a cada minuto."" – The Midwest Book Review
A agência de inteligência mais poderosa do mundo.
Uma brilhante criptógrafa.
Um código indecifrável.
Responsável por monitorar as comunicações de todo o planeta e proteger informações do governo dos Estados Unidos, a ultrassecreta NSA, a Agência de Segurança Nacional americana, investiu às escondidas numa arma revolucionária para combater a ação de grupos terroristas na era da informática. Seu trunfo é o supercomputador TRANSLTR, capaz de decifrar em poucos minutos qualquer mensagem encriptada enviada pela Internet.",540,https://m.media-amazon.com/images/I/51LM3o+4x6L.jpg,19,5,41,1
Star Wars: o livro de Boba Fett,29.90,"Reviva a emoção da série de sucesso com esta adaptação em livro cheia de ação e aventura!
Após sobreviver à queda no poço do sarlacc, o ex-caçador de recompensas Boba Fett é curado e levado por uma tribo de Tuskens em Tatooine. Quando a tribo é massacrada, Boba busca vingança e se instala no antigo palácio de Jabba, o Hutt, junto ao seu novo braço direito, a assassina Fennec Shand. Mas a luta pelo poder em Tatooine é mais complicada do que ele esperava, e Boba precisará da ajuda de novos e antigos aliados para garantir sua posição e vingar o Povo da Areia.",190,https://m.media-amazon.com/images/I/51BioH1C4ZL.jpg,28,5,42,1
Star Wars: A Velha República - Revan,22.41,"Revan deixou Coruscant como Jedi, em uma missão para derrotar os Mandalorianos, e retornou como discípulo Sith, empenhado em destruir a República. O Conselho Jedi devolveu a Revan sua vida, mas o preço da redenção foi a perda de suas lembranças. Tudo o que lhe resta são pesadelos – e um medo profundo e permanente.
O que aconteceu além da Orla Exterior que Revan não consegue lembrar ou esquecer completamente? Ele só tem certeza de uma coisa: algo sombrio planeja destruir a própria existência da República. Sem ter ideia de como identificar a ameaça, e muito menos detê-la, Revan pode estar fadado ao fracasso, pois ele nunca enfrentou um inimigo tão poderoso e diabólico. Algo está lá fora: um rolo compressor maligno que se aproxima para esmagar a República – a menos que um Jedi solitário, renegado e odiado, seja capaz de impedi-lo.",315,https://m.media-amazon.com/images/I/51jFMt1t8yL.jpg,29,5,43,1
O mistério da Rua X,14.90,"NAS GÉLIDAS RUAS DE UMA NOVA YORK EM PÂNICO, O X DA QUESTÃO PODE ESTAR EM QUALQUER LUGARÀs vésperas do Natal, a detetive Jéssica Turner é chamadapara investigar o brutal assassinato de uma garotinha de apenas oito anos de idade. O corpo foi encontrado numa rua de Manhattan, próximo ao edifício de Katherine Still, profissional renomada na Bookreaders, a editora mais famosa de Nova York.Como uma espécie de ritual, Hellen John estava nua sobre uma capa carmim, com a boca costurada, e em suas mãos a imagem de uma boca vermelha marcada por um negro X.Por alguma razão, o destino unirá Turner e Katherine, no caso mais misterioso e incomum de suas carreiras, levando-as a embarcar em uma jornada aterrorizante contra o tempo e o mal.",126,https://m.media-amazon.com/images/I/411bTYd1liL.jpg,30,5,44,1
O guia do mochileiro das galáxias,22.41,"Considerado um dos maiores clássicos da literatura de ficção científica, O Guia do Mochileiro das Galáxias vem encantando gerações de leitores ao redor do mundo com seu humor afiado.
Este é o primeiro título da famosa série escrita por Douglas Adams, que conta as aventuras espaciais do inglês Arthur Dent e de seu amigo Ford Prefect.
A dupla escapa da destruição da Terra pegando carona numa nave alienígena, graças aos conhecimentos de Prefect, um E.T. que vivia disfarçado de ator desempregado enquanto fazia pesquisa de campo para a nova edição do",241,https://m.media-amazon.com/images/I/51qmrcyD4YL.jpg,19,5,45,1
Neuromancer (Trilogia do Sprawl Livro 1),15.37,"No futuro, existe a matrix. Uma espécie de alucinação coletiva digital na qual a humanidade se conecta para, virtualmente, saber de tudo sobre tudo. Mas há uma elite que navega por essa grande rede de informação - os cowboys. Case era um deles, até o dia em que tentou ser mais esperto do que os seus patrões. Que fritaram suas conexões com o ciberespaço, tornando-o um pária entre os seus iguais. Ele vaga pelos subúrbios de Tóquio, mais envolvido do que nunca em destruir a si próprio, até ser contatado por Molly, uma bela e perigosa mulher que, assim como ele, desconfia de tudo e de todos. Os dois acabam se envolvendo numa missão cheia de mistérios e perigos.

Esta edição comemorativa de 25 anos de ""Neuromancer"" conta com nova tradução de Fábio Fernandes e prefácio de William Gibson. O romance de estréia de Gibson é o primeiro volume da chamada Trilogia do Sprawl, que ainda inclui os livros ""Count Zero"" e ""Mona Lisa Overdrive"".",374,https://m.media-amazon.com/images/I/61YOe9tGVPL.jpg,21,5,46,1
Fahrenheit 451,26.94,"Escrito após o término da Segunda Guerra Mundial, em 1953, Fahrenheit 451, de Ray Bradubury, revolucionou a literatura com um texto que condena não só a opressão anti-intelectual nazista, mas principalmente o cenário dos anos 1950, revelando sua apreensão numa sociedade opressiva e comandada pelo autoritarismo do mundo pós-guerra. Agora, o título de Bradbury, que morreu recentemente, em 6 de junho de 2012, ganhou nova edição pela Biblioteca Azul, selo de alta literatura e clássicos da Globo Livros, e atualização para a nova ortografia.",201,https://m.media-amazon.com/images/I/41F7Udiwd+L.jpg,31,5,47,1
O homem de giz,42.21,"Assassinato e sinais misteriosos em uma trama para fãs de Stranger Things e Stephen King
Em 1986, Eddie e os amigos passam a maior parte dos dias andando de bicicleta pela pacata vizinhança em busca de aventuras. Os desenhos a giz são seu código secreto: homenzinhos rabiscados no asfalto; mensagens que só eles entendem. Mas um desenho misterioso leva o grupo de crianças até um corpo desmembrado e espalhado em um bosque. Depois disso, nada mais é como antes.",357,https://m.media-amazon.com/images/I/41LuOehnKtL.jpg,7,5,48,1
O regresso do Peregrino,35.91,"O primeiro livro publicado por C. S. Lewis após sua conversão, O regresso do Peregrino é, de uma certa maneira, a ficcionalização da busca do autor por uma satisfação espiritual que, eventualmente, o levou ao cristianismo. Sem ficar preso unicamente à sua experiência pessoal, Lewis amplia o alcance da história ao representar a natural busca humana pela satisfação – e a consequente desilusão.
Inspirado no clássico O Peregrino, de John Bunyan, essa ficção retrata de modo contundente as várias correntes teológicas e o temperamento da época, por meio da passagem do protagonista por lugares como as cidades de Escrópolis e Caçaplauso – e através do Vale da Humilhação. Como disse o próprio autor: ""toda boa alegoria não existe para ocultar, mas para revelar; tornar o mundo interno mais palpável"". Nas habilidosas mãos de Lewis, muito conhecido por livros cristãos como",407,https://m.media-amazon.com/images/I/51QdTY0g59L.jpg,32,5,49,1
"Pai Rico, Pai Pobre - Edição de 20 anos atualizada e ampliada: O que os ricos ensinam a seus filhos sobre dinheiro",42.65,"Celebrando 20 anos como o livro n° 1 em finanças pessoais.

A escola prepara as crianças para o mundo real? Essa é a primeira pergunta com a qual o leitor se depara neste livro. O recado é ousado e direto: boa formação e notas altas não bastam para assegurar o sucesso de alguém. O mundo mudou; a maioria dos jovens tem cartão de crédito, antes mesmo de concluir os estudos, e nunca teve aula sobre dinheiro, investimentos, juros etc. Ou seja, eles vão para a escola, mas continuam financeiramente improficientes, despreparados para enfrentar um mundo que valoriza mais as despesas do que a poupança.

Para o autor, o conselho mais perigoso que se pode dar a um jovem nos dias de hoje é: ""Vá para a escola, tire notas altas e depois procure um trabalho seguro."" O fato é que agora as regras são outras, e não existe mais emprego garantido para ninguém. Pai Rico, Pai Pobre demonstra que a questão não é ser empregado ou empregador, mas ter o controle do próprio destino ou delegá-lo a alguém. É essa a tese de Robert Kiyosaki neste livro substancial e visionário. Para ele, a formação proporcionada pelo sistema educacional não prepara os jovens para o mundo que encontrarão depois de formados.

E como os pais podem ensinar aos filhos o que a escola relega? Essa é outra das muitas perguntas que o leitor encontra em Pai Rico, Pai Pobre. Nesse sentido, a proposta do autor é facilitar a tarefa dos pais. Quem entende de contabilidade deve esquecer seus conhecimentos acadêmicos, pois muitas das teorias expostas por Robert Kiyosaki contrariam os princípios contábeis comumente aceitos, e apresentam uma valiosa e moderna percepção do modo como se realizam os investimentos.

A sociedade sofre mudanças radicais e, talvez, de proporções maiores do que as ocorridas em séculos passados. Não existe bola de cristal, mas algo é certo: a perspectiva global de transformações transcende nossa realidade imediata. Aconteça o que acontecer,
só existem duas alternativas: segurança ou independência financeira. E o objetivo de Pai Rico, Pai Pobre é instruir o leitor e despertar sua inteligência financeira e a de seus filhos.

""A principal razão pela qual as pessoas têm problemas financeiros é que passaram anos na escola, mas não aprenderam nada sobre dinheiro. O resultado é que elas aprendem a trabalhar por dinheiro… mas nunca a fazê-lo trabalhar para elas."" - Robert Kiyosaki.",376,https://m.media-amazon.com/images/I/519kRFUvDOL.jpg,11,6,50,1
As seis lições,22.41,"As Seis Lições reúne as palestras ministradas, em 1959, por Ludwig von Mises na Universidade de Buenos Aires (UBA). O autor discute com clareza o capitalismo, o socialismo, o intervencionismo, a inflação, o investimento estrangeiro e as relações entre política e ideias. Em linguagem agradável, a obra apresenta as linhas gerais do pensamento misesiano sendo, ao mesmo tempo, uma das melhores introduções à Política e à Economia.

Além do prefácio de Margit von Mises, viúva do autor, nesta 8ª edição revista e ampliada da obra foram incluídos uma apresentação biográfica de Ludwig von Mises escrita por Murray N. Rothbard, um novo prefácio de Ubiratan Jorge Iorio, um posfácio de Alex Catharino, notas de rodapé do editor e um novo índice remissivo e onomástico.",262,https://m.media-amazon.com/images/I/41KGqSQXrgL.jpg,33,6,51,1
Riquezas certas para você,24.99,"O que dinheiro significa para você?Você decidiu que o dinheiro é mais valioso que você?""Dinheiro nunca é o problema em nossa vida"", diz Gary Douglas."" É sobre o que estamos dispostos a receber. E o que estamos dispostos a receber é apenas uma escolha"". O que você está escolhendo receber? Você está escolhendo ter dinheiro em sua vida? E se gerar dinheiro e ter dinheiro fosse divertido e alegre? E se ao ter diversão e alegria com dinheiro você pudesse receber mais? Como seria isso?O dinheiro segue a alegria; a alegria não segue o dinheiro. Você só gera dinheiro suficiente para ""sobreviver""? Você tornou o dinheiro inatingível? E se você pudesse gerar quantidades obscenas de riqueza com facilidade e alegria? A maioria dos programas sobre dinheiro trata de economizar ou investir; eles não abordam como tornar o dinheiro uma realidade em sua vida. Riquezas Certas Para Você contém um conjunto singular de ferramentas práticas e processos energéticos que você pode usar para desbloquear as áreas da sua vida onde limita a quantidade de dinheiro que pode ter e receber. As ferramentas de Riquezas Certas Para Você permitem que você mude sua situação financeira com facilidade e permanência. É simplesmente uma escolha.O que você está escolhendo?",116,https://m.media-amazon.com/images/I/41na58KOZFL.jpg,34,6,52,1
"Economia: O que é, para que serve, como funciona",49.90,"Um livro indispensável para quem deseja entender melhor os desafios do mundo em que vivemos

Sem gráficos, equações ou jargões, o renomado economista e professor Charles Wheelan apresenta tudo o que você precisa saber sobre economia e nunca conseguiu compreender.

Lançando mão de exemplos cotidianos, Wheelan esclarece as noções e conceitos básicos dessa ciência fascinante. Tudo isso de maneira fácil, prática e muito bem-humorada. Aqui, o leitor entenderá os mecanismos fundamentais e os problemas básicos da economia, tais como:

•Por que há inflação?
•Que papel governo, bancos centrais e comércio mundial exercem nas economias locais?
•Qual o poder dos incentivos públicos?
•Por que não foi possível evitar a crise financeira de 2008?
•Quais os prós e os contras da globalização?

Um livro essencial para estudantes de economia e também para os que simplesmente desejam compreender melhor os desafios do mundo em que vivemos.

Com nova capa, este livro é uma reedição de Economia nua e crua.

""Recomendo este livro para todos aqueles que querem compreender a base da economia de maneira fácil e divertida."" Gary Becker, Prêmio Nobel de Economia

""Em poucas lições, Wheelan ensina o leitor a pensar como um economista."" Kirkus Reviews

""[Wheelan] mostra com lucidez que as consequências econômicas podem ser globais, mas também fazem parte da vida diária."" Publishers Weekly

""Da simples oferta e demanda ao complexo tema da política monetária, este livro consegue explicar a economia global de forma realmente interessante."" Book Magazine",409,https://m.media-amazon.com/images/I/51cWgicPJ3L.jpg,35,6,53,1
"Ricos, sábios e felizes: Os princípios de Charlie Munger, Howard Marks, John Bogle e outros grandes investidores para ser bem-sucedido nos negócios e na vida",29.61,"“Se você deseja alcançar a liberdade financeira ao mesmo tempo que leva uma vida rica em propósito e realização, leia este livro e leve a sério suas inestimáveis lições.” — Tony Robbins, autor de Poder sem limites
“Cativante… oferece ideias pragmáticas para pensar, refletir e viver. — Daniel Goleman, autor de Inteligência Emocional
“Se eu tivesse lido Ricos, sábios e felizes quando comecei a investir, teria poupado vinte anos de leituras e estudos.” —",412,https://m.media-amazon.com/images/I/41GstdCkVtS.jpg,3,6,54,1
Economia no cotidiano: Decifra-me ou te devoro,22.41,"“Trato da inflação, da atividade econômica/emprego, das contas públicas, da relação do país com o exterior e, por fim, do mercado financeiro. São textos curtos, a linguagem não é nada técnica, e o objetivo é que o leitor, ao final de cada capítulo, possa se sentir à vontade para compreender de que forma a economia afeta seu dia a dia, e não como uma conversa esotérica de especialistas para especialistas.” - Alexandre Schwartsman",80,https://m.media-amazon.com/images/I/518pptI7cIL.jpg,36,6,55,1
Últimos escritos econômicos,31.41,"Com o intuito de publicar todas as obras de Karl Marx, a Boitempo lança mais um título da coleção Marx-Engels. Últimos escritos econômicos traz dois textos da fase madura do autor em novas traduções para o português.

O primeiro deles, Glosas marginais ao ""Tratado de economia política"" de Adolph Wagner, faz parte das anotações ao livro de Adolph Wagner intitulado Doutrina geral ou teórica de economia nacional – Primeira parte: Fundamento. Nesse artigo, Marx critica a deturpação, por Wagner, da teoria do valor desenvolvida em O capital e ilumina diretamente polêmicas e questões ainda em disputa nas diversas interpretações e leituras feitas por autores até os dias de hoje. Marx assenta mais uma vez as teses fundamentais da sua doutrina econômica, dissertando sobre a diferença entre sua teoria e a de David Ricardo e sobre seu modo específico de exposição das formas, conceitos e categorias da crítica à economia política. A publicação inclui ainda um manuscrito sobre a Rússia escrito entre 1881 e 1882 (Notas sobre a reforma de 1861 e o que daí se desdobrou na Rússia), texto que mostra o filósofo alemão ""em ação"", pesquisando uma questão que o interessava à época e que exigiu reelaborações de argumentos de O capital.

Últimos escritos econômicos fornece uma contextualização histórica e teórica que permite uma leitura crítica da teoria econômica marxiana. Ao longo da obra, notas de rodapé recuperam tanto as notas das duas edições alemãs utilizadas na tradução como as da edição inglesa e trazem informações importantes a respeito das nuances presentes na escrita. O livro conta com um glossário comentado e uma apresentação
que localiza o texto de Marx no seu próprio espaço histórico e teórico, nos debates marxistas acerca da teoria do valor que se desenvolveram ao longo do século XX e nos embates atuais que põem em questão a atualidade dessa teoria.",222,https://m.media-amazon.com/images/I/411hPHEhaPL.jpg,37,6,56,1
